Company name,Company Twitter,Nb. of Employees,What do they do (Verbatim - 10 words max.)   ,Link to website,HQ City,HQ Country,CEO name,CEO's Twitter,Link to jobpage,employees_amount_id
Continu,continu,11-50,Continu is beautifully simple Learning Software built for the modern workplace,https://www.continu.co,"San Francisco, CA",USA,Scott Burguess,,,2.0
Continued,joincontinued,11-50,Provide an unparalleled online learning experience ,https://www.continued.com,"Houston, TX",USA,Tony Perlak,,,2.0
Contrast Security,contrastsec,51-200,Automatically detects and fixes vulnerabilities,https://www.contrastsecurity.com/,"Los Altos, CA",USA,Alan P. Naumann,,,3.0
ConvertKit LLC,convertkit,11-50,make email easier and more robust for professional bloggers ,https://convertkit.com/about/,"Boise, ID",USA,Nathan Barry,nathanbarry,https://convertkit.workable.com,2.0
Conveyal,conveyal,1-10,"Analyze, manage, & understand transport data",https://conveyal.com/,"Washington, DC",USA,Dave Emory,martarider,https://conveyal.com/jobs/,1.0
Copass,wecopass,1-10,500+ unique workspaces. One pass.,https://copass.org/,Paris,France,Stefano Borghi,stefano_borghi,https://copass.org/jobs,1.0
Copyblogger,copyblogger,51-200,We Power Websites That Work,https://www.copyblogger.com,"Boulder, CO",USA,Brian Clark,brianclark,,3.0
CoreData,,51-200,Data made easy,https://coredata.eu/index.html,Nicosia,Cyprus,Kunal Kapur,,https://coredata.eu/careers.html,3.0
Corgibytes,corgibytes,1-10,We love maintaining and improving existing code.,https://corgibytes.com/,"Richmond, VA",USA,Andrea Goulet,andreagoulet,https://corgibytes.com/careers/,1.0
Cornis,cornis_sas,11-50,Automating wind turbines inspections,https://web.cornis.fr,Paris,France,Baptiste Coulange (Cto),nicotupe,,2.0
Coshx,coshxlabs,1-10,Full service software development and technical services consultancy,https://coshx.com/,"Charlottesville, VA",USA,Michael Wytock,,,1.0
Countly,gocountly,11-50,Mobile and web analytics & marketing platform,https://count.ly/,London,UK,Onur Alp Soner,oasoner,https://angel.co/countly/jobs,2.0
Course Concierge,,1-10,We develop online courses for NYT best-selling authors,https://courseconcierge.com/,"Los Angeles, CA",USA,Till H. Gross,tillhgross,,1.0
Covenant Eyes,covenanteyes,51-200,Internet filtering and accountability,https://www.covenanteyes.com/,"Owosso, MI",USA,Ron Dehaas,,https://www.covenanteyes.com/about-covenant-eyes/careers/,3.0
CoverMyMeds,covermymeds,,Helping patients get the medication they need to live healthy lives,https://www.covermymeds.com/,"Colombus, OH",USA,Matt Scantland,,,
Cozy Cloud,mycozycloud,11-50,A personal cloud for everyone!,https://cozy.io,Paris,France,Benjamin André,,https://angel.co/cozycloud,2.0
Crive,crivein,1-10,Create more than just a portfolio!,https://www.crive.co/,,India,Jay Mistry,enworl,https://angel.co/crive/jobs,1.0
CROmetrics,crometrics,1-10,We help companies grow through data-driven experimentation.,https://www.crometrics.com/,"Ross, CA",USA,Chris Neumann ,cyclin,,1.0
Crossover,crossover4work,201-500,Crossover teams deliver a 50% improvement at a 50% cost reduction ,https://www.crossover.com/#index,"Austin, TX",USA,Andy Tryba,andytryba,https://www.crossover.com/#index,4.0
Crowd Valley,crowdvalley,11-50,API for Digital Investing and Lending,https://www.crowdvalley.com/,"San Francisco, CA",USA,Markus Lampinen,njsavestheday,https://www.crowdvalley.com/open-positions,2.0
Crowdstrke,crowdstrike,201-500,Cloud-Delivered Next-Gen Endpoint Protection,https://www.crowdstrike.com/,"Irvine, CA",USA,George Kurtz,george_kurtz,https://www.crowdstrike.com/careers/,4.0
Cucumber,cucumberbdd,1-10,"Executable Specifications, Test Automation",https://cucumber.io/,,UK,Matt Wynne,,,1.0
Cuddli,cuddliapp,1-10,Cuddli is the fastest and safest way for geeks to meet new people.,https://www.cuddli.com/,Croatia/California,USA,Robert Walker,,https://www.cuddli.com/#jobs,1.0
Custody x Change,custodyxchange,11-50,Tool for Parenting Scheduling,https://www.custodyxchange.com/,Salt Lake City,USA,Ben Coltrin,,,2.0
Cvedia,,1-10,Simulator for machine learning,https://cvedia.com,Amsterdam,The Netherlands,Arjan Wijnveen,,,1.0
Cyanna Education,cyannaes,11-50,Higher education software,https://cyanna.com,Columbus OH,USA,Chris Eckels,chriscyanna,https://cyanna.com/careers/,2.0
Daocloud,teamdaocloud,1-10,Community of wellness enthusiasts and professionals. ,https://www.daocloud.com/,"San Francisco, CA",USA,Max Coleman,,,1.0
DataCite e.V.,datacite,1-10,"Locate, identify, and cite research data",https://www.datacite.org/,Hannover,Germany,,,https://www.datacite.org/jobopportunities.html,1.0
Datadog,datadoghq,201-500,Easy to use and scalable monitoring systems,https://www.datadoghq.com/jobs-engineering/,"New York, NY ",USA,Olivier Pomel,oliveur,,4.0
Dataquest,ataquestio,1-10,We're re-inventing online learning,https://www.dataquest.io/about-us,"San Francisco, CA",USA,Vik Paruchuri,vikparuchuri,https://dataquest.breezy.hr/,1.0
DataStax,datastax,201-500,DataStax does Operational Database Management Systems.,https://www.datastax.com,"Santa Clara, CA",USA,Billy Bosworth,billy_bosworth,https://www.datastax.com/company/careers/search,4.0
DBNY,dbnyco,1-10,eCommerce consultancy for direct to consumer and B2B brands.,https://dbny.co/,"New York, NY ",USA,Humayun Rashid,itshummm,,1.0
DCD Automotive Holdings,,1-10,DCD Automotive is all about making customers happy,https://dcd.auto/,MA,USA,Daniel Dagesse,,,1.0
DealDash,dealdash,11-50,DealDash is an e-commerce company operating a pay-to-participate auction website,https://www.dealdash.com/,"Minneapolis, MN",USA,Pasi Lohi,,https://dealdash.workable.com/,2.0
Dealer Inspire,dealerinspire,11-50,building unprecedented websites and technology to help dealerships sell more,https://www.dealerinspire.com/careers/,"Chicago, IL",USA,Joe Chura,joechura,https://www.dealerinspire.com/careers/,2.0
Deekit,deekitapp,1-10,Work with a real-time whiteboard,https://deekit.com,Tallinn,Estonia,Kaili Kleemeier,kailikleemeier,,1.0
Deeson,deesonagency,1-10,"Digital agency specialising in Drupal, Symfony and Laravel",https://www.deeson.co.uk/about,"Hackney, London",UK,Tim Deeson,timdeeson,https://www.deeson.co.uk/about,1.0
Delicious Brains,dliciousbrains,1-10,We make super awesome plugins for WordPress.,https://deliciousbrains.com/,"Truro, Nova Scotia",Canada,Brad Touesnard,bradt,,1.0
Delphia,delphia_ai,11-50,"Invest with your data, not your money",https://delphia.com,Toronto,Canada,Andrew Peek,drupeek,,2.0
Demio,meetdemio,1-10,Webinar platform that just works.,https://demio.com/compare-demio,"Tampa, FL",USA,David Abrams,,https://demio.com/compare-demio,1.0
DesignLab,trydesignlab,11-50,Training the world's creative talent ,https://trydesignlab.com/about/,"San Francisco, CA",USA,Harish Venkatesan,hv23,https://angel.co/designlab/jobs,2.0
Dgraph,dgraphlabs,1-10,"Scalable, Distributed, Low Latency Graph Database",https://dgraph.io/,Sydney,Australia,Manish Jain,manishrjain,https://dgraph.io/careers.html,1.0
Diacode,diacode,1-10,Ruby on Rails and Elixir Phoenix development,https://diacode.com/,,,Javier Cuevas,javier_dev,,1.0
Digital Ocean,digitalocean,51-200,"Simple Cloud Hosting, Built for Developers.",https://www.digitalocean.com,"New York, NY",USA,Ben Uretsky,benuretsky,https://www.digitalocean.com/company/careers/,3.0
digitalis.io,digitalis_io,1-10,Supporting Data driven entreprises,https://digitalis.io/,London,UK,Hayato Shimizu,,,1.0
Dimanex,dimanex_bv,1-10,Supply any part anywhere,https://www.dimanex.com/,Amsterdam,Netherlands,Tibor Van Melsem Kocsis,,https://www.dimanex.com/,1.0
Dito,ditoweb,11-50,Dito is one of the original 30 hand-picked Google Apps Authorized Resellers.,https://www.ditoweb.com,"Manassas, VA",USA,Dan Mcnelis,dan_vt,https://www.ditoweb.com/company/employment/,2.0
Divio,divio,11-50,We serve django CMS,https://www.divio.com/en/company/about/,Zurich,Switzerland,Christian Bertschy,cbertschy,https://www.divio.com/en/company/about/,2.0
Divshot,divshot,1-10,Divshot is an interface builder for web applications,https://divshot.com,"Santa Monica, CA",USA,Michael Bleigh,mbleigh,,1.0
DNSimple,dnsimple,11-50,Domain name services for developers,https://dnsimple.com,"Orlando, FL",USA,Anthony Eden,aeden,,2.0
Docker,docker,201-500,An open platform for distributed applications for developers and sysadmins,https://www.docker.com,"San Francisco, CA",USA,Ben Golub,golubbe,https://www.docker.com/careers,4.0
doctorSIM,doctorsim,11-50,Phone Unlock. Phone Checks. Operator Switch.,https://www.doctorsim.com/,Madrid,Spain,Hugo Meana,globile,https://www.doctorsim.com/gb-en/jobs.html,2.0
DoInbound,doinbound,1-10,Agency Project/Process Management Software,https://www.doinbound.com/,Pittsburgh,USA,Andrew Dymski,andrewjdymski,https://www.doinbound.com/careers,1.0
Doist,doist,51-200,"At Doist, we specialize in productivity software",https://doist.com,Santiago,Chile,Amir Salihefendic,amix3k,https://doist.com/jobs/,3.0
DojoMadness,dojomadness,11-50,Master your play,https://dojomadness.com/,Berlin,Germany,Christian Gruber,https://angel.co/christian-gruber,https://angel.co/dojo-madness/jobs,2.0
Domino Data Lab,dominodatalab,11-50,Tools for data science teams.,https://www.dominodatalab.com/,"San Francisco, CA",USA,Nick Elprin,,https://www.dominodatalab.com/careers,2.0
doopoll,doopoll,1-10,"Create powerful, yet simple polls",https://doopoll.co/,Cardiff,UK,Marc Thomas,iammarcthomas?lang=en,https://doopoll.co/jobs/,1.0
Dotsub,dotsub,1-10,The leading source for video translation and captions,https://dotsub.com/jobs,"New York, NY",USA,Michael Smolens,mlsmolens,,1.0
Doximity,doximity,51-200,Largest online medical network of physicians.,https://www.doximity.com,"San Francisco, CA",USA,Jeff Tangney,jefftangney,https://www.doximity.com/about/jobs,3.0
DramaFever,dramafever,51-200,DramaFever is an online video site for the distribution of international televised content,https://www.dramafever.com/,"New York, NY",USA,Seung Bak,,https://www.dramafever.com/company/careers.html,3.0
DRONAMICS,dronamics,1-10,We Build CARGO DRONES,https://www.dronamics.com/,Sofia,Bulgaria,Svilen Rangelov,,,1.0
DroneDeploy,dronedeploy,11-50,"DroneDeploy is apowerful, cloud-based drone mapping and analytics platform",https://www.dronedeploy.com/,"San Francisco, CA",USA,Mike Winn,mikewinn,https://angel.co/dronedeploy/jobs,2.0
Duck Duck Go,duckduckgo,11-50,The search engine that doesn't track you.,https://duckduckgo.com/,"Paoli, PA",USA,Gabriel Weinberg,yegg,https://duck.co/help/company/hiring,2.0
Eaternity,eaternity,1-10,We calculate CO2 for meals and restaurants.,https://www.eaternity.org/,Zurich,Switzerland,Manuel Klarmann,mklarmann,,1.0
Ebury,eburyuk,51-200,Financial solutions to grow your business,https://www.ebury.com/,London,UK,Salvador Garcia,,,3.0
Edify,3d1fy,11-50,"Edify creates creative, performance-based, custom e-learning solutions ",https://www.edify.cr/,Alajuela,Costa Rica,,,https://www.edify.cr/joinus,2.0
Edison Nation,edisonnation,51-200,We turn our users' product ideas into real-world products on store shelves.,https://twitter.com/EdisonNation,"Charlotte, NC",USA,Louis Foreman,louisforeman,https://stackoverflow.com/jobs/companies/edison-nation,3.0
Eet.nu,eetnu,11-50,Restaurant guide with tools for restaurants.,https://www.eet.nu/,Sittard,Netherlands,,,,2.0
Eezy,eezy,11-50,Content for Creative Minds,https://www.eezy.com/#team-block,"Bowling Green, KY",USA,Shawn Rubel,shawnrubel,https://www.eezy.com/,2.0
ElasticSearch,elasticsearch,201-500,Search & Analyze Data in Real Time,https://www.elastic.co/,"Mountain View, CA ",USA,Steven Schuurman,stevenschuurman,https://www.elastic.co/about/careers,4.0
ElevenYellow,elevenyellow,1-10,We invest technology and time in different projects,https://www.elevenyellow.com,Indonesia,Indonesia,José Sáez López,jsaez,https://x,1.0
EngageTech,engagetp,11-50,"Makes it easy for businesses to find, hire and pay temporary workers ",https://engagetech.com,London,UK,Dave O'Flynn,daveoflynn,https://engagetech.workable.com/,2.0
Enjin,enjin,1-10,Smart cryptocurrency for gaming,https://enjincoin.io/,Singapore,Singapore,Maxim Blagov,,https://enjincoin.io/,1.0
Envato,envato,201-500,We help marketers build landing page,https://envato.com/,Melbourne,Australia,Collis Ta'Eed,cyantaeed,https://careers.envato.com/,4.0
Erply,erply,51-200,Erply is next generation POSand retail software system,https://www.erply.com,"New York, NY",USA,Kris Hiiemaa,kristjanh,https://erply.com/careers/,3.0
Estately,estately,1-10,Estately is a real estate search site where users can search for information,https://www.estately.com/,"Seattle, WA",USA,Galen Ward,galenward,https://www.estately.com/about/jobs,1.0
Etsy,etsy,501-1000,the world's most vibrant handmade marketplace,https://www.etsy.com/,"Brooklyn, NY",USA,Chad Dickerson,chaddickerson,https://www.etsy.com/careers/?ref=ftr,5.0
Evergiving,evergivingapp,11-50,Software for charities that acquire and manage regular donors,https://www.evergiving.com/,Sydney,Australia,James Goodridge,,,2.0
EveryoneSocial,everyonesocial,11-50,Social Selling & Employee Advocacy,https://everyonesocial.com/resources/,"Salt Lake City, UT",USA,Cameron Brain,cameronbrain,https://everyonesocial.com/,2.0
ExecVision,execvision_io,11-50,AI assisted coaching - enhancing human coaches with AI analysis,https://www.execvision.io/,"Rosslyn, VA",USA,David Stillman,,,2.0
Explainify,explainify.com,1-10,We get inside your buyer’s mind to explain what you do and why people should care.,https://explainify.com/,"Fayetville, AR",USA,Eric Hinson,,,1.0
Exposure Ninja,exposureninja,51-200,"Digital Marketing Agency for SEO, PPC, and Digital PR",https://www.exposureninja.com/,Nottingham,USA,Tim Cameron-Kitchen,timninjakitchen,https://www.exposureninja.com/working-with-exposure-ninja/,3.0
Eyeo,eyeo,11-50,We develop open source software that millions of people use every day ,https://eyeo.com,Koln,Germany,Till Faida,,https://eyeo.com/en/jobs/,2.0
Fanatical Labs,,1-10,We help companies get stuff done faster by connecting their internal systems.,https://fanaticallabs.com/,"Minneapolis, MN",USA,Chad Hutchins,,,1.0
Farmstead,farmsteadapp,1-10,Make high quality food accessible to everyone,https://www.farmsteadapp.com/,"San Matteo, CA",USA,Pradeep Elankumaran,,,1.0
Fastly,fastly,201-500,Fastly is the future of content delivery.,https://www.fastly.com/,"San Francisco, CA",USA,Artur Bergman,crucially,https://www.fastly.com/about/careers,4.0
Fatura Simples,faturasimples,1-10,Recurring Billing | Accounting and Subscription,https://www.faturasimples.com.br/,Recife,Brazil,Felipe Bagetti,,https://angel.co/fatura-simples/jobs,1.0
Figma,figmadesign,51-200,Collaborative design tool enabling companies to create beautiful software,https://www.figma.com/,"San Francisco, CA",USA,Dylan Field,,,3.0
Findify,getfindify,1-10,Real-Time Personalized Search,https://findify.io/careers/,Stockholm,Sweden,Meni Morim,menimor,https://findify.io/careers/,1.0
FineTune learning,,1-10,"Assessing, Evaluating, and Strengthening Complex Skills.",https://www.finetunelearning.com/,"Boston, MA",USA,Steve Shapiro,,,1.0
Fire Engine RED,185red,51-200,"Innovative marketing, technology, and data solutions for the education market.",https://fire-engine-red.com/,US,USA,Shelly Spiegel,,https://fire-engine-red.com/about/#careers,3.0
First+Third,firstandthird_,1-10,Custom websites tailored to your business,https://firstandthird.com/,"Hermosa Beach, CA",USA,Greg Allen,,,1.0
Five Q,fiveq,11-50,Five Q is an interactive web development and marketing agency ,https://www.fiveq.com/,"Atlantic, IA ",USA,Chad Williams,chadw5q,https://www.fiveq.com/careers/,2.0
Fleep,fleepio,11-50,Fleep is a secure messenger app that works with email. ,https://fleep.io,Estonia,Estonia,Henn Ruukel,hennruukel,https://angle,2.0
Fleetio,fleetio,11-50,"Track, analyze and improve your fleet operations",https://www.fleetio.com/careers,"Birmingham, AL",USA,Tony Summerville,summerville,https://www.fleetio.com/careers,2.0
Flight Vector,flight_vector,11-50,EMS Air/Ground dispatching,https://flightvector.com/,"Sherwood, OR",USA,Scot Cromer,,https://flightvector.com/careers/,2.0
Flockler,getflockler,11-50,"With Flockler you can easily combine editorial, curated and social content",https://flockler.com/,London,UK,Toni Hopponen,tonihopponen,https://angel list,2.0
Flood IO,flood_io,1-10,Load testing service,https://flood.io/,Sydney,Australia,Mikel Lindsaar,lindsaar,https://angel.co/flood-io,1.0
Flow,flowapp,11-50,Flow is project management software that simplifies teamwork.,https://www.getflow.com,British Columbia,Canada,Andrew Wilkinson,awilkinson,https://angel list,2.0
Flyreel,,1-10,AI & Computer Vision Startup for Home Inspections,https://flyreel.com/,"Denver, CO",USA,Cole Winans,colewinans,,1.0
Focallocal,focallocal,1-10,Creative+Fun Activites2Change the World,https://focallocal.org/,London,UK,Andy Tulett,,,1.0
Focus Asia,focusasiatravel,1-10,Focus Asia,https://focus.asia/,Singapore,Singapore,,,https://focus.asia/careers/,1.0
Fog Creek Software,fogcreek,11-50,Tools for Software Teams,https://www.fogcreek.com/,"New York, NY",USA,Joel Spolsky,spolsky,https://www.fogcreek.com/careers,2.0
Folarium Technomedia,folariumtech,1-10,Software Integrated Development,https://www.folarium.co.id/,Yogyakarta,Indonesia,,,https://www.folarium.co.id/career,1.0
Follow Up Boss,followupboss,11-50,Real Estate Sales CRM,https://www.followupboss.com,"San Francisco, CA",USA,Dan Corkill,buzzdan,https://boards.greenhouse.io/followupboss#.WAZIKxB96b_,2.0
Fonoma,fonomacuba,11-50,Internationa Bill Payments platform,https://www.fonoma.com/,La Havana,Cuba,Hiram Centelles,hcentelles,,2.0
Forest Admin,forestsaas,1-10,The Admin Interface your application deserves,https://www.forestadmin.com,"San Francisco, CA",USA,Sandro Munda,seyz_,https://forestadmin.workable.com/,1.0
Forget The Funnel,forgetthefunnel,1-10,Elevate those who are underestimated at tech companies.,https://forgetthefunnel.com/,Montreal,Canada,Georgiana Laudi,ggiiaa,,1.0
FormAssembly,formassembly,11-50,We specialize in web forms and data collection,https://www.formassembly.com/,"Bloomington, IN",USA,Cedric Savarese,cedsav,https://formassembly.workable.com/,2.0
Formstack,formstack,51-200,An online form building application to create & design any type of HTML web form.,https://www.formstack.com/,"Indianapolis, IN",USA,Chris Byers,rchrisbyers,https://www.formstack.com/careers,3.0
Fortumo,fortumo,51-200,"Direct carrier billing in 92 countries for apps, games, digital media companies...",https://fortumo.com/,Tartu,Estonia,Martin Koppel,martinkoppel,https://careers.fortumo.com/,3.0
Forward Financing,fwd_financing,51-200,Finance + Technology for SMB,https://www.forwardfinancing.com/about/,"Boston, MA",USA,Justin Bakes,,https://www.forwardfinancing.com,3.0
Founder Centric,foundercentric,1-10,We design and teach top tier startup education. ,https://www.foundercentric.com,London,UK,Rob Fitzpatrick,robfitz,,1.0
Foundersuite.com,foundersuite,11-50,CRM for startups raising capital,https://foundersuite.com/,"San Francisco, CA",USA,Nathan Beckord,sailornathan,https://foundersuite.com/jobs,2.0
Foundr Magazine,foundr,1-10,"digital resource for the growing ranks of craft, self-made entrepreneurs",https://foundr.com/about-us/,Melbourne,Australia,Nathan Chan ,nathanhchan,https://foundr.com/careers/content-marketer/,1.0
Four Kitchens,fourkitchens,11-50,We make BIG websites using open-source technology and user-centered design.,https://www.fourkitchens.com,"Austin, TX",USA,Todd Ross Nienkerk,toddross,https://www.fourkitchens.com/careers/,2.0
fournova,fournova,1-10,Developing apps and tools for developers,https://www.fournova.com/,,,Tobias Günther,gntr,https://www.fournova.com/jobs,1.0
FoxAndSheep,_foxandsheep,1-10,Developing an exciting new camera app called Chomp,https://www.foxandsheep.com/team/,Berlin,Germany,Verena Pausder,verenade,https://chomp.workable.com/,1.0
Foxio,foxiosays,1-10,We partner with entrepreneurs to craft experience-focused web products that are a joy to use.,https://fox.io/,"Indianapolis, IN",USA,Peter Lockhart,thisispeter,https://fox.io/jobs/,1.0
Frontastic GmbH,frontasticgmbh,1-10,Frontend as a Service – for API Economy,https://www.frontastic.cloud/,Münster,Germany,Thomas Gottheil,gottheilthomas,,1.0
FRSH,frshonline,1-10,Subscription based healthy meal plan delivery,https://www.frsh.com/#/,"Montreal, QC",Canada,Badal Goel,badalgoel2,,1.0
Fuel Made,fuelmade,1-10,"We build solid solutions that work across platforms, screen sizes, and browsers, and that age well. ",https://fuelmade.com/,"Spokane, WA",USA,Carson Mccomas,carson,https://fuelmade.com/pages/jobs,1.0
FullStack,gofullstack,1-10,"modern web and mobile technologies to build software products,",https://gofullstack.com/about/,"Iowa City, IA",USA,Josh Cramer,joshcramer,https://gofullstack.com/,1.0
Funding Gates,fundinggates,11-50,"Funding Gates provides credit screening, monitoring and collection tools for SMBs",https://www.fundinggates.com,"New York, NY ",USA,Ismail Colak,ismail_colak,https://www.fundinggates.com/jobs/,2.0
Funnely,funne_ly,1-10,Drive qualified leads at a lower cost and transform interested shoppers into buyers.,https://funne.ly/,"Mountain View, CA",USA,Lucila Campos,lupincampos,https://angel list,1.0
Futurelytics,futurelytics,1-10,Maximize customer loyalty and revenue. automation platform for e-commerce. ,https://www.futurelytics.com/,Ostrava,Czech Rep,Daniel Hastik,danhastik,https://angel list,1.0
G2i,g2i_co,1-10,React.js & React Native Development You Can Trust,https://jobs.lever.co/g2i," Delray Beach, FL",USA,Gabe Greenberg,gabe_g2i,https://g2i.co,1.0
Gatekeeper,gatekeeperhq,1-10,Bringing clarity to supplier and contract data,https://www.gatekeeperhq.com/,"Vancouver, BC",Canada,Patrick O'Connor,,,1.0
GatherContent,gathercontent,11-50,"Painlessly plan, organise and produce web con",https://gathercontent.com,London,UK,James Deer,jamesdeer,https://gathercontent.com/careers,2.0
Gear Stream,gearstream,,"Product Innovation, Delivery Speed, & Organizational Agility",https://www.gearstream.com/,"Raleigh, NC",USA,Brad Murphy,,,
General Assembly,ga,11-50,Online and Campus education,https://generalassemb.ly,"New York, NY",USA,Jake Schwartz,jakeschwartz,https://generalassemb.ly/careers,2.0
Genuitec,genuitec,51-200,Makers of the award winning MyEclipse technology suite for Java EE application development ,https://www.genuitec.com,"Flower Mound, TX",USA,Maher Masri,maherhmasri,https://www.genuitec.com/company/careers/,3.0
GetFileCloud,tonido,1-10,Organize enterprise information and make it universally accessible,https://www.getfilecloud.com/about-filecloud-team/,"Austin, TX",USA,Madhan Kanagavel,madhankk,https://www.getfilecloud.com/jobs/,1.0
GetIncredibles,getincredibles,1-10,Premium domains based marketplace for remote work.,https://angel.co/get-incredibles,"San Jose, CA",USA,Mannan Amin,,https://getincredibles.com,1.0
Ghost,tryghost,1-10,Publishing platform.,https://ghost.org/,Singapore,Singapore,John O'Nolan,johnonolan,https://ghost.org/about/,1.0
Giant Swarm,giantswarm,11-50,Managed Kubernetes Anywhere.,https://giantswarm.io/,"Köln, Germany",Germany,Henning Lange,henninglange,https://angel.co/giant-swarm/jobs,2.0
GigaOM,gigaom,51-200,"Technology news, trends and analysis covering mobile, big data, cloud, science, energy and media.",https://gigaom.com,"San Francisco, CA",USA,They Just Changed,,https://jobs.gigaom.com/,3.0
GigSalad,gigsalad,11-50,Marketplace for hiring entertainment,https://www.gigsalad.com/,"Springfield, MO",USA,Mark Steiner,marksdiner,https://gigsalad.workable.com/,2.0
Gigster,trygigster,11-50,Vetted network of top 5% freelancers worldwide,https://gigster.com/,"San Francisco, CA",USA,Roger Dickey,rogerdickey,,2.0
Gistia,gistialabs,1-10,Javascript Engineering Experts,https://gistia.com/,"Miami, FL",USA,Carlos Taborda,cartab,https://www.gistia.com/,1.0
Gitbook,gitbookio,1-10,"GitBook is where you create, write and organize documentation and books with your team.",https://www.gitbook.com/,,USA,Aaron O'Mullan,aaronomullan,https://jobs.gitbook.com/,1.0
GitHub,github,201-500,GitHub is where people build software,https://github.com/,"San Francisco, CA",USA,Chris Wanstrath,defunkt,https://jobs.github.com/,4.0
GitLab,gitlab,11-50,"GitLab includes git repository management, code reviews, issue tracking, wikis and much more.",https://gitlab.com/,"San Francisco, CA",USA,Sytse 'Sid' Sijbrandij,sytses,https://about.gitlab.com/jobs/,2.0
GitPrime,gitprime,11-50,GitPrime is an analytics platform for software engineering performance,https://www.gitprime.com/,"Durango, CO",USA,Travis Kimmel,traviskimmel,https://www.gitprime.com/jobs,2.0
Gitter,gitchat,1-10,Where developers come to talk,https://gitter.im/,London,UK,Mike Bartlett,mydigitalself,https://jobs.gitter.im/,1.0
GlueNetworks,gluenetworks,11-50,Pioneering the first intelligent automation engine and suite of networking applications,https://gluenetworks.com/,"Sacramento, Ca",USA,Jeff Gray,,,2.0
GMB Fitness,gmbfit,11-50,Online fitness training,https://gmb.io,,,Andy Fossett,andyfossett,https://gmb.io/hiring/,2.0
Go Fish Digita,gofishdigital,11-50,"Specializing in Online Reputation Management, Search Engine Optimization, ...",https://gofishdigital.com,"McLean, Virginia ",USA,Brian Patterson,brianspatterson,https://gofishdigital.com/careers/,2.0
GOFAR,gofarcar,1-10,"We log, score and improve driving beautifully",https://www.gofar.co/,Sydney,Australia,Danny Adams,,https://www.gofar.co/jobs,1.0
GoHiring,gohiring,1-10,We are a bunch of technology geeks with a strong background in E-Recruitment.,https://www.gohiring.com/,Berlin,Germany,Florian Behn,flobehn,https://www.gohiring.com/jobs.html,1.0
Goodway Group,goodwaygroup,51-200,A managed services programmatic media company,https://goodwaygroup.com/,"Jenkintown, PA",USA,David Wolk,,https://goodwaygroup.com/careers/,3.0
GotSoccer,gotsoccer,1-10,Soccer's #1 Software Solution,https://home.gotsoccer.com/,"Neptune Beach, FL",USA,Gavin Owen-Thomas,,,1.0
GovPredict,govpredict,11-50,"Research, analytics, and actionable intelligence for winning public affairs campaigns",https://govpredict.com/,"Washington, DC",USA,Emil Pitkin,,,2.0
Gower St Analytics,gsa_tech,11-50,Improve efficiency of the global theatrical market through data science,https://gower.st,London,UK,Dimitrios Mitsinikos,,,2.0
GrabCAD,grabcad,11-50,world's largest community of mechanical engineers.,https://grabcad.com/,"Cambridge, MA",USA,Hardi Meybaum,,https://blog.grabcad.com/jobs/,2.0
Gradient Metrics,gradientmetrics,1-10,Marketers and technologists that build robust models to guide managers in their decisions.,https://gradientmetrics.com/,"New York, NY",USA,Tom Vladeck,,,1.0
Gradle,gradle,11-50,"Open Source Build Tool ; Enterprise SaaS and on-premise. Fully remote. Java, Groovy, Kotlin.",https://gradle.com/careers,"San Francisco, CA",USA,Hans Dockter,hans_d,,2.0
GrantStreet,,51-200,Software at your service. ,https://www.grantstreet.com/,US,USA,Myles Harrington,,https://www.grantstreet.com/careers/,3.0
Grape.io,chatgrapecom,1-10,Big Enterprise Messaging,https://chatgrape.com/,Vienna,Austria,Felix Häusler,felix_hau,https://chatgrape.com/jobs/,1.0
GrapheneDB,graphenedb,1-10,Cloud hosted Neo4j graph databases,https://www.graphenedb.com/,Canary Islands,Spain,Juanjo Andrés,,https://remoteok.io/remote-startups/graphenedb,1.0
Grasswire,grasswire,11-50,The most important news in the world curated and fact-checked by you.,https://grasswire.com,"San Francisco, CA",USA,Austen Allred,austenallred,,2.0
Graylog,graylog2,11-50,Graylog is the leading open source log management platform.,https://www.graylog.org,"Houston, TX",USA,Michael Sklar,michaelsklar,https://www.graylog.org/jobs/,2.0
Greenback Tax Services,greenbacktax,11-50,Expat Tax Services,https://www.greenbacktaxservices.com/jobs/,,USA,Carrie Mckeegan,cpmckeegan,https://www.greenbacktaxservices.com,2.0
Gridium,gridium,11-50,SAAS software for buildings,https://gridium.com/,"Menlo Park, CA",USA,Tom Arnold,thetomarnold,https://gridium.com/about/working-at-gridium/,2.0
Groove,groove,11-50,See why 3000+ businesses have made the switch to the world's simplest help desk. ,https://www.groovehq.com/,"Mill Valley, CA",USA,Ethan Giffin,opie,,2.0
Growth Staff,,1-10,We are your VP of Marketing + Entire Growth Team,https://growthstaff.co/,"Phoenix, AZ",USA,,,,1.0
GuardTime,guardtime,51-200,Data-Centric Security.,https://guardtime.com/,Tallinn,Estonia,Mike Gault,mgault,https://guardtime.com/about/jobs,3.0
Hanno,wearehanno,1-10,A UX design team building digital products for changemakers,https://hanno.co/,London,UK,Jon Lay,jon_lay,https://github.com/wearehanno/playbook/wiki/New-Hires,1.0
Happy Herbivore,happyherbivore,1-10,Help families eat healthier,https://www.getmealplans.com,"Los Angeles, CA",USA,Lindsay And Scott Nixon,,,1.0
